ep,lr,loss,acc,epoch,step,val_loss,val_acc,val_F1c,val_F1e
0.0030395137146115303,4.999999873689376e-05,3.2013444900512695,0.10030394792556763,0,0,,,,
0.006079027429223061,4.999999873689376e-05,1.3641937971115112,0.044510386884212494,0,1,,,,
0.009118541143834591,4.999999873689376e-05,0.37194108963012695,0.0,0,2,,,,
0.012158054858446121,4.999999873689376e-05,0.14731869101524353,0.0,0,3,,,,
0.015197568573057652,4.999999873689376e-05,0.1681470423936844,0.0,0,4,,,,
0.018237082287669182,4.999999873689376e-05,0.1584712117910385,0.0,0,5,,,,
0.021276595070958138,4.999999873689376e-05,0.17299547791481018,0.0,0,6,,,,
0.024316109716892242,4.999999873689376e-05,0.1944083571434021,0.0,0,7,,,,
0.027355622500181198,4.999999873689376e-05,0.1626579910516739,0.0,0,8,,,,
0.030395137146115303,4.999999873689376e-05,0.13454489409923553,0.0,0,9,,,,
0.03343465179204941,4.999999873689376e-05,0.15691180527210236,0.0,0,10,,,,
0.036474164575338364,4.999999873689376e-05,0.11413934081792831,0.0,0,11,,,,
0.03951367735862732,4.999999873689376e-05,0.12063214182853699,0.0,0,12,,,,
0.042553190141916275,4.999999873689376e-05,0.1073237881064415,0.0,0,13,,,,
0.04559270665049553,4.999999873689376e-05,0.11439311504364014,0.014970059506595135,0,14,,,,
0.048632219433784485,4.999999873689376e-05,0.12492735683917999,0.024875622242689133,0,15,,,,
0.05167173221707344,4.999999873689376e-05,0.10281477123498917,0.0027173913549631834,0,16,,,,
0.054711245000362396,4.999999873689376e-05,0.09368925541639328,0.0028248587623238564,0,17,,,,
0.05775076150894165,4.999999873689376e-05,0.09263263642787933,0.0,0,18,,,,
0.060790274292230606,4.999999873689376e-05,0.08617284148931503,0.0,0,19,,,,
0.06382978707551956,4.999999873689376e-05,0.11685846000909805,0.0,0,20,,,,
0.06686930358409882,4.999999873689376e-05,0.1041884794831276,0.0,0,21,,,,
0.06990881264209747,4.999999873689376e-05,0.0887741893529892,0.0,0,22,,,,
0.07294832915067673,4.999999873689376e-05,0.0808577612042427,0.027638191357254982,0,23,,,,
0.07598784565925598,4.999999873689376e-05,0.08351727575063705,0.125,0,24,,,,
0.07902735471725464,4.999999873689376e-05,0.08569476008415222,0.20202019810676575,0,25,,,,
0.08206687122583389,4.999999873689376e-05,0.0804319903254509,0.2764706015586853,0,26,,,,
0.08510638028383255,4.999999873689376e-05,0.07752852886915207,0.3093922734260559,0,27,,,,
0.0881458967924118,4.999999873689376e-05,0.07893576472997665,0.20155039429664612,0,28,,,,
0.09118541330099106,4.999999873689376e-05,0.06776922196149826,0.18207283318042755,0,29,,,,
0.09422492235898972,4.999999873689376e-05,0.062401480972766876,0.12462908029556274,0,30,,,,
