ep,lr,loss,acc,epoch,step,val_loss,val_acc,val_F1c,val_F1e
0.0030395137146115303,4.999999873689376e-05,2.4127633571624756,0.03664921596646309,0,0,,,,
0.006079027429223061,4.999999873689376e-05,1.2964738607406616,0.017595307901501656,0,1,,,,
0.009118541143834591,4.999999873689376e-05,0.5028702616691589,0.0,0,2,,,,
0.012158054858446121,4.999999873689376e-05,0.210588738322258,0.0,0,3,,,,
0.015197568573057652,4.999999873689376e-05,0.1284894049167633,0.0,0,4,,,,
0.018237082287669182,4.999999873689376e-05,0.12889134883880615,0.0,0,5,,,,
0.021276595070958138,4.999999873689376e-05,0.12562969326972961,0.0,0,6,,,,
0.024316109716892242,4.999999873689376e-05,0.1290072351694107,0.0,0,7,,,,
0.027355622500181198,4.999999873689376e-05,0.1249881386756897,0.0,0,8,,,,
0.030395137146115303,4.999999873689376e-05,0.1518811583518982,0.0,0,9,,,,
0.03343465179204941,4.999999873689376e-05,0.15292669832706451,0.0,0,10,,,,
0.036474164575338364,4.999999873689376e-05,0.12202131003141403,0.0,0,11,,,,
0.03951367735862732,4.999999873689376e-05,0.15601053833961487,0.0,0,12,,,,
0.042553190141916275,4.999999873689376e-05,0.16226355731487274,0.0,0,13,,,,
0.04559270665049553,4.999999873689376e-05,0.13871058821678162,0.0,0,14,,,,
0.048632219433784485,4.999999873689376e-05,0.10279729962348938,0.0,0,15,,,,
0.05167173221707344,4.999999873689376e-05,0.11277925223112106,0.0,0,16,,,,
0.054711245000362396,4.999999873689376e-05,0.1033526360988617,0.0,0,17,,,,
0.05775076150894165,4.999999873689376e-05,0.10595378279685974,0.0,0,18,,,,
0.060790274292230606,4.999999873689376e-05,0.10527709126472473,0.0,0,19,,,,
0.06382978707551956,4.999999873689376e-05,0.10514971613883972,0.0,0,20,,,,
0.06686930358409882,4.999999873689376e-05,0.08621931076049805,0.0,0,21,,,,
0.06990881264209747,4.999999873689376e-05,0.0938996821641922,0.0,0,22,,,,
0.07294832915067673,4.999999873689376e-05,0.08223443478345871,0.0,0,23,,,,
0.07598784565925598,4.999999873689376e-05,0.0816340520977974,0.0,0,24,,,,
0.07902735471725464,4.999999873689376e-05,0.08189278095960617,0.0,0,25,,,,
0.08206687122583389,4.999999873689376e-05,0.08863623440265656,0.0,0,26,,,,
0.08510638028383255,4.999999873689376e-05,0.08762328326702118,0.0,0,27,,,,
0.0881458967924118,4.999999873689376e-05,0.08530643582344055,0.0,0,28,,,,
0.09118541330099106,4.999999873689376e-05,0.09577455371618271,0.0,0,29,,,,
0.09422492235898972,4.999999873689376e-05,0.08248262852430344,0.002610966097563505,0,30,,,,
0.09726443886756897,4.999999873689376e-05,0.05998552590608597,0.03703703731298447,0,31,,,,
0.09726443886756897,4.999999873689376e-05,,,0,31,0.08351200073957443,0.12727604806423187,36.15793441776341,1.8369285108758422
0.10030394792556763,4.999999873689376e-05,0.06772168725728989,0.08794788271188736,0,32,,,,
0.10334346443414688,4.999999873689376e-05,0.06954734027385712,0.09763313829898834,0,33,,,,
0.10638298094272614,4.999999873689376e-05,0.07027692347764969,0.10588235408067703,0,34,,,,
