ep,lr,loss,acc,epoch,step,val_loss,val_acc,val_F1c,val_F1e
0.0030395137146115303,4.999999873689376e-05,2.3639276027679443,0.02545454539358616,0,0,,,,
0.006079027429223061,4.999999873689376e-05,1.9155640602111816,0.02298850566148758,0,1,,,,
0.009118541143834591,4.999999873689376e-05,1.4916260242462158,0.019999999552965164,0,2,,,,
0.012158054858446121,4.999999873689376e-05,1.118767499923706,0.006006006151437759,0,3,,,,
0.015197568573057652,4.999999873689376e-05,0.8786754012107849,0.0031250000465661287,0,4,,,,
0.018237082287669182,4.999999873689376e-05,0.6745179891586304,0.0,0,5,,,,
0.021276595070958138,4.999999873689376e-05,0.5240188837051392,0.0,0,6,,,,
0.024316109716892242,4.999999873689376e-05,0.42122095823287964,0.0,0,7,,,,
0.027355622500181198,4.999999873689376e-05,0.3740260601043701,0.0,0,8,,,,
0.030395137146115303,4.999999873689376e-05,0.3121163845062256,0.0,0,9,,,,
0.03343465179204941,4.999999873689376e-05,0.26243090629577637,0.0,0,10,,,,
0.036474164575338364,4.999999873689376e-05,0.24220407009124756,0.0,0,11,,,,
0.03951367735862732,4.999999873689376e-05,0.20569495856761932,0.0,0,12,,,,
0.042553190141916275,4.999999873689376e-05,0.1835303008556366,0.0,0,13,,,,
0.04559270665049553,4.999999873689376e-05,0.15929432213306427,0.0,0,14,,,,
0.048632219433784485,4.999999873689376e-05,0.15550124645233154,0.0,0,15,,,,
0.05167173221707344,4.999999873689376e-05,0.1487293541431427,0.0,0,16,,,,
0.054711245000362396,4.999999873689376e-05,0.14064332842826843,0.0,0,17,,,,
0.05775076150894165,4.999999873689376e-05,0.15176282823085785,0.0,0,18,,,,
0.060790274292230606,4.999999873689376e-05,0.1399158388376236,0.0,0,19,,,,
0.06382978707551956,4.999999873689376e-05,0.1422511786222458,0.0,0,20,,,,
0.06686930358409882,4.999999873689376e-05,0.16395699977874756,0.0,0,21,,,,
0.06990881264209747,4.999999873689376e-05,0.12703201174736023,0.0,0,22,,,,
0.07294832915067673,4.999999873689376e-05,0.14647948741912842,0.0,0,23,,,,
0.07598784565925598,4.999999873689376e-05,0.1358867734670639,0.0,0,24,,,,
0.07902735471725464,4.999999873689376e-05,0.12249448150396347,0.0,0,25,,,,
0.08206687122583389,4.999999873689376e-05,0.1167682409286499,0.0,0,26,,,,
0.08510638028383255,4.999999873689376e-05,0.1472361832857132,0.0,0,27,,,,
0.0881458967924118,4.999999873689376e-05,0.1236039251089096,0.0,0,28,,,,
0.09118541330099106,4.999999873689376e-05,0.15178146958351135,0.0,0,29,,,,
0.09422492235898972,4.999999873689376e-05,0.10956357419490814,0.0,0,30,,,,
0.09726443886756897,4.999999873689376e-05,0.14071783423423767,0.0,0,31,,,,
0.09726443886756897,4.999999873689376e-05,,,0,31,0.1361735612154007,0.0,6.724280559576087,0.0
