ep,lr,loss,acc,epoch,step,val_loss,val_acc,val_F1c,val_F1e
0.0030395137146115303,4.999999873689376e-05,3.090425491333008,0.10322580486536026,0,0,,,,
0.006079027429223061,4.999999873689376e-05,0.9139438271522522,0.055194806307554245,0,1,,,,
0.009118541143834591,4.999999873689376e-05,0.24817486107349396,0.003436426166445017,0,2,,,,
0.012158054858446121,4.999999873689376e-05,0.11811797320842743,0.0,0,3,,,,
0.015197568573057652,4.999999873689376e-05,0.11560028046369553,0.0,0,4,,,,
0.018237082287669182,4.999999873689376e-05,0.14622147381305695,0.0,0,5,,,,
0.021276595070958138,4.999999873689376e-05,0.14178983867168427,0.0,0,6,,,,
0.024316109716892242,4.999999873689376e-05,0.15477222204208374,0.0,0,7,,,,
0.027355622500181198,4.999999873689376e-05,0.13927362859249115,0.0,0,8,,,,
0.030395137146115303,4.999999873689376e-05,0.15387259423732758,0.0,0,9,,,,
0.03343465179204941,4.999999873689376e-05,0.13068969547748566,0.0,0,10,,,,
0.036474164575338364,4.999999873689376e-05,0.1471443474292755,0.0,0,11,,,,
0.03951367735862732,4.999999873689376e-05,0.12864181399345398,0.0,0,12,,,,
0.042553190141916275,4.999999873689376e-05,0.11051768064498901,0.0,0,13,,,,
0.04559270665049553,4.999999873689376e-05,0.11812026053667068,0.0,0,14,,,,
0.048632219433784485,4.999999873689376e-05,0.10533393174409866,0.0,0,15,,,,
0.05167173221707344,4.999999873689376e-05,0.10846466571092606,0.0,0,16,,,,
0.054711245000362396,4.999999873689376e-05,0.09058621525764465,0.0,0,17,,,,
0.05775076150894165,4.999999873689376e-05,0.10142004489898682,0.0,0,18,,,,
0.060790274292230606,4.999999873689376e-05,0.08965988457202911,0.0,0,19,,,,
0.06382978707551956,4.999999873689376e-05,0.08310344070196152,0.0,0,20,,,,
0.06686930358409882,4.999999873689376e-05,0.09228459745645523,0.0,0,21,,,,
0.06990881264209747,4.999999873689376e-05,0.08453675359487534,0.0,0,22,,,,
0.07294832915067673,4.999999873689376e-05,0.09080491960048676,0.0,0,23,,,,
0.07598784565925598,4.999999873689376e-05,0.07958482950925827,0.0,0,24,,,,
0.07902735471725464,4.999999873689376e-05,0.06630038470029831,0.0,0,25,,,,
0.08206687122583389,4.999999873689376e-05,0.07438624650239944,0.0,0,26,,,,
0.08510638028383255,4.999999873689376e-05,0.07464107871055603,0.0,0,27,,,,
0.0881458967924118,4.999999873689376e-05,0.0768686830997467,0.0,0,28,,,,
0.09118541330099106,4.999999873689376e-05,0.062462251633405685,0.0,0,29,,,,
0.09422492235898972,4.999999873689376e-05,0.06605398654937744,0.0,0,30,,,,
0.09726443886756897,4.999999873689376e-05,0.07292074710130692,0.0030030030757188797,0,31,,,,
0.09726443886756897,4.999999873689376e-05,,,0,31,0.08077531307935715,0.004754174035042524,7.806008142415729,0.0
0.10030394792556763,4.999999873689376e-05,0.07114895433187485,0.0,0,32,,,,
0.10334346443414688,4.999999873689376e-05,0.06454240530729294,0.010101010091602802,0,33,,,,
0.10638298094272614,4.999999873689376e-05,0.05796767771244049,0.021052632480859756,0,34,,,,
0.10942249000072479,4.999999873689376e-05,0.054699771106243134,0.011627906933426857,0,35,,,,
0.11246200650930405,4.999999873689376e-05,0.06682127714157104,0.027190333232283592,0,36,,,,
0.1155015230178833,4.999999873689376e-05,0.06944681704044342,0.07692307978868484,0,37,,,,
0.11854103207588196,4.999999873689376e-05,0.06649423390626907,0.11209439486265182,0,38,,,,
0.12158054858446121,4.999999873689376e-05,0.06332094222307205,0.12359550595283508,0,39,,,,
0.12462005764245987,4.999999873689376e-05,0.07015986740589142,0.10136986523866653,0,40,,,,
0.12765957415103912,4.999999873689376e-05,0.05520157888531685,0.17041800916194916,0,41,,,,
0.13069908320903778,4.999999873689376e-05,0.04553237929940224,0.21223022043704987,0,42,,,,
0.13373860716819763,4.999999873689376e-05,0.05147184804081917,0.19718310236930847,0,43,,,,
0.1367781162261963,4.999999873689376e-05,0.05904385820031166,0.2836676239967346,0,44,,,,
0.13981762528419495,4.999999873689376e-05,0.04959714785218239,0.3667711615562439,0,45,,,,
0.1428571492433548,4.999999873689376e-05,0.052759669721126556,0.32937684655189514,0,46,,,,
0.14589665830135345,4.999999873689376e-05,0.05180271714925766,0.38235294818878174,0,47,,,,
0.1489361673593521,4.999999873689376e-05,0.052579980343580246,0.4321329593658447,0,48,,,,
0.15197569131851196,4.999999873689376e-05,0.03902469202876091,0.4829931855201721,0,49,,,,
0.15501520037651062,4.999999873689376e-05,0.04161477088928223,0.38869258761405945,0,50,,,,
0.15805470943450928,4.999999873689376e-05,0.038573652505874634,0.45895522832870483,0,51,,,,
0.16109421849250793,4.999999873689376e-05,0.03695598989725113,0.45318353176116943,0,52,,,,
0.16413374245166779,4.999999873689376e-05,0.05336068943142891,0.4149484634399414,0,53,,,,
0.16717325150966644,4.999999873689376e-05,0.040638767182826996,0.5098039507865906,0,54,,,,
0.1702127605676651,4.999999873689376e-05,0.03484957665205002,0.5620689392089844,0,55,,,,
0.17325228452682495,4.999999873689376e-05,0.04553508386015892,0.586294412612915,0,56,,,,
0.1762917935848236,4.999999873689376e-05,0.036994483321905136,0.5298013091087341,0,57,,,,
0.17933130264282227,4.999999873689376e-05,0.030230535194277763,0.5669013857841492,0,58,,,,
0.18237082660198212,4.999999873689376e-05,0.04921460896730423,0.5196850299835205,0,59,,,,
0.18541033565998077,4.999999873689376e-05,0.034037552773952484,0.550632894039154,0,60,,,,
0.18844984471797943,4.999999873689376e-05,0.02772308699786663,0.6428571343421936,0,61,,,,
0.19148936867713928,4.999999873689376e-05,0.040805377066135406,0.6630434989929199,0,62,,,,
0.19452887773513794,4.999999873689376e-05,0.03637951985001564,0.6246153712272644,0,63,,,,
0.19452887773513794,4.999999873689376e-05,,,0,63,0.03531917557120323,0.718393087387085,63.56426359292928,44.851867426989386
0.1975683867931366,4.999999873689376e-05,0.031054742634296417,0.6234939694404602,0,64,,,,
0.20060789585113525,4.999999873689376e-05,0.028347328305244446,0.6306620240211487,0,65,,,,
0.2036474198102951,4.999999873689376e-05,0.030914263799786568,0.64371258020401,0,66,,,,
0.20668692886829376,4.999999873689376e-05,0.030835138633847237,0.6330274939537048,0,67,,,,
0.20972643792629242,4.999999873689376e-05,0.030125336721539497,0.6927536129951477,0,68,,,,
0.21276596188545227,4.999999873689376e-05,0.02414460852742195,0.6428571343421936,0,69,,,,
0.21580547094345093,4.999999873689376e-05,0.025843031704425812,0.6775244474411011,0,70,,,,
0.21884498000144958,4.999999873689376e-05,0.022773586213588715,0.7459283471107483,0,71,,,,
0.22188450396060944,4.999999873689376e-05,0.023432450369000435,0.721611738204956,0,72,,,,
0.2249240130186081,4.999999873689376e-05,0.026293395087122917,0.7434210777282715,0,73,,,,
0.22796352207660675,4.999999873689376e-05,0.022565700113773346,0.6850393414497375,0,74,,,,
0.2310030460357666,4.999999873689376e-05,0.02546270750463009,0.7894737124443054,0,75,,,,
0.23404255509376526,4.999999873689376e-05,0.02456054836511612,0.7547169923782349,0,76,,,,
0.23708206415176392,4.999999873689376e-05,0.02769649773836136,0.6770186424255371,0,77,,,,
0.24012157320976257,4.999999873689376e-05,0.018466349691152573,0.7672727108001709,0,78,,,,
0.24316109716892242,4.999999873689376e-05,0.023055585101246834,0.7577639818191528,0,79,,,,
0.24620060622692108,4.999999873689376e-05,0.025223897770047188,0.742671012878418,0,80,,,,
0.24924011528491974,4.999999873689376e-05,0.02564064785838127,0.7075209021568298,0,81,,,,
0.2522796392440796,4.999999873689376e-05,0.017629927024245262,0.7588932514190674,0,82,,,,
0.25531914830207825,4.999999873689376e-05,0.022566532716155052,0.7552238702774048,0,83,,,,
0.2583586573600769,4.999999873689376e-05,0.02185436710715294,0.7955271601676941,0,84,,,,
0.26139816641807556,4.999999873689376e-05,0.02803982049226761,0.7601810097694397,0,85,,,,
0.2644376754760742,4.999999873689376e-05,0.025191575288772583,0.8096514940261841,0,86,,,,
0.26747721433639526,4.999999873689376e-05,0.01623484119772911,0.841549277305603,0,87,,,,
0.2705167233943939,4.999999873689376e-05,0.019549118354916573,0.7474402785301208,0,88,,,,
0.2735562324523926,4.999999873689376e-05,0.021177375689148903,0.7433333396911621,0,89,,,,
0.27659574151039124,4.999999873689376e-05,0.019748985767364502,0.8129251599311829,0,90,,,,
0.2796352505683899,4.999999873689376e-05,0.020908916369080544,0.8022922873497009,0,91,,,,
0.28267475962638855,4.999999873689376e-05,0.02058233693242073,0.808398962020874,0,92,,,,
0.2857142984867096,4.999999873689376e-05,0.019309096038341522,0.7759740352630615,0,93,,,,
0.28875380754470825,4.999999873689376e-05,0.02127978950738907,0.7591463327407837,0,94,,,,
0.2917933166027069,4.999999873689376e-05,0.01946723647415638,0.842900276184082,0,95,,,,
0.2917933166027069,4.999999873689376e-05,,,0,95,0.018756648525595665,0.8709973692893982,79.2549653243115,61.64141165370614
0.29483282566070557,4.999999873689376e-05,0.014987760223448277,0.8070865869522095,0,96,,,,
0.2978723347187042,4.999999873689376e-05,0.020879758521914482,0.8471502661705017,0,97,,,,
0.3009118437767029,4.999999873689376e-05,0.01570354960858822,0.8597122430801392,0,98,,,,
0.3039513826370239,4.999999873689376e-05,0.018849439918994904,0.7830508351325989,0,99,,,,
0.3069908916950226,4.999999873689376e-05,0.01604100689291954,0.8826979398727417,0,100,,,,
0.31003040075302124,4.999999873689376e-05,0.01563946343958378,0.8290322422981262,0,101,,,,
0.3130699098110199,4.999999873689376e-05,0.01294052042067051,0.8350515365600586,0,102,,,,
0.31610941886901855,4.999999873689376e-05,0.016239108517766,0.8237179517745972,0,103,,,,
0.3191489279270172,4.999999873689376e-05,0.022715352475643158,0.8009950518608093,0,104,,,,
0.32218843698501587,4.999999873689376e-05,0.012547899968922138,0.8382838368415833,0,105,,,,
0.3252279758453369,4.999999873689376e-05,0.014623390510678291,0.8373494148254395,0,106,,,,
0.32826748490333557,4.999999873689376e-05,0.013408370316028595,0.8173912763595581,0,107,,,,
0.33130699396133423,4.999999873689376e-05,0.014864726923406124,0.850649356842041,0,108,,,,
0.3343465030193329,4.999999873689376e-05,0.017850834876298904,0.8053892254829407,0,109,,,,
0.33738601207733154,4.999999873689376e-05,0.015287703834474087,0.8980169892311096,0,110,,,,
0.3404255211353302,4.999999873689376e-05,0.013972239568829536,0.8500000238418579,0,111,,,,
0.34346505999565125,4.999999873689376e-05,0.012683393433690071,0.8875380158424377,0,112,,,,
0.3465045690536499,4.999999873689376e-05,0.015685202553868294,0.855555534362793,0,113,,,,
0.34954407811164856,4.999999873689376e-05,0.01816316694021225,0.8456591367721558,0,114,,,,
0.3525835871696472,4.999999873689376e-05,0.01180086750537157,0.8700361251831055,0,115,,,,
